,DateTime,Open,High,Low,Close,Volume
83,2024-01-02 07:02:00,145.5,145.5,145.34,145.34,1898
84,2024-01-02 07:03:00,145.45,145.45,145.4,145.42,886
85,2024-01-02 07:04:00,145.35,145.35,145.3,145.3,1233
86,2024-01-02 07:05:00,145.3,145.3,145.3,145.3,925
87,2024-01-02 07:06:00,145.21,145.27,145.2,145.2,610
88,2024-01-02 07:08:00,145.2,145.2,145.2,145.2,200
89,2024-01-02 07:10:00,145.19,145.25,145.19,145.25,587
90,2024-01-02 07:11:00,145.21,145.21,145.15,145.2,1523
91,2024-01-02 07:12:00,145.22,145.22,145.22,145.22,312
92,2024-01-02 07:13:00,145.22,145.22,145.1,145.1,3027
93,2024-01-02 07:14:00,145.1,145.1,145.05,145.07,1369
94,2024-01-02 07:15:00,145.05,145.05,145.05,145.05,790
95,2024-01-02 07:16:00,145.02,145.02,144.95,144.95,7160
96,2024-01-02 07:17:00,144.95,144.95,144.95,144.95,200
97,2024-01-02 07:18:00,144.93,144.93,144.93,144.93,300
98,2024-01-02 07:19:00,144.9,144.9,144.85,144.85,4744
99,2024-01-02 07:20:00,144.85,144.86,144.85,144.85,1307
100,2024-01-02 07:21:00,144.9,144.94,144.9,144.94,3506
101,2024-01-02 07:22:00,144.91,144.91,144.91,144.91,100
102,2024-01-02 07:23:00,144.95,144.95,144.95,144.95,280
103,2024-01-02 07:24:00,145.0,145.05,145.0,145.05,1618
104,2024-01-02 07:25:00,145.04,145.04,145.04,145.04,392
105,2024-01-02 07:26:00,145.03,145.04,145.03,145.04,246
106,2024-01-02 07:27:00,145.0,145.0,145.0,145.0,175
107,2024-01-02 07:28:00,144.95,144.95,144.95,144.95,500
108,2024-01-02 07:30:00,144.86,144.86,144.8,144.8,3209
109,2024-01-02 07:31:00,144.8,144.86,144.8,144.86,6461
110,2024-01-02 07:34:00,144.84,144.84,144.8,144.8,2680
111,2024-01-02 07:35:00,144.8,144.8,144.8,144.8,200
112,2024-01-02 07:36:00,144.85,144.85,144.85,144.85,434
113,2024-01-02 07:37:00,144.83,144.83,144.77,144.77,2065
114,2024-01-02 07:38:00,144.77,144.77,144.75,144.75,300
115,2024-01-02 07:39:00,144.75,144.75,144.71,144.75,1150
116,2024-01-02 07:41:00,144.7,144.7,144.68,144.68,220
117,2024-01-02 07:43:00,144.66,144.66,144.66,144.66,233
118,2024-01-02 07:44:00,144.65,144.65,144.65,144.65,610
119,2024-01-02 07:46:00,144.62,144.62,144.55,144.55,1603
120,2024-01-02 07:47:00,144.55,144.62,144.55,144.62,875
121,2024-01-02 07:49:00,144.62,144.62,144.56,144.56,982
122,2024-01-02 07:50:00,144.56,144.56,144.36,144.36,3730
123,2024-01-02 07:51:00,144.35,144.35,144.35,144.35,949
124,2024-01-02 07:52:00,144.33,144.33,144.2,144.25,2620
125,2024-01-02 07:53:00,144.25,144.25,144.2,144.2,1105
126,2024-01-02 07:54:00,144.16,144.18,144.11,144.11,659
127,2024-01-02 07:55:00,144.11,144.12,144.11,144.11,1351
128,2024-01-02 07:56:00,144.1,144.12,144.1,144.12,5106
129,2024-01-02 07:57:00,144.08,144.08,144.02,144.02,880
130,2024-01-02 07:58:00,144.02,144.06,144.01,144.04,803
131,2024-01-02 07:59:00,144.11,144.15,144.05,144.1,2175
132,2024-01-02 08:00:00,145.19,145.92,144.0,144.1,91080
133,2024-01-02 08:01:00,144.1,147.26,144.1,147.25,1231
134,2024-01-02 08:02:00,147.07,147.29,144.1,144.1,3309
135,2024-01-02 08:03:00,144.17,147.55,144.0,144.0,4080
136,2024-01-02 08:04:00,144.01,147.4,143.8376,144.0,9499
137,2024-01-02 08:05:00,147.25,147.4,143.9,143.9,4387
138,2024-01-02 08:06:00,143.91,143.91,143.86,143.86,3020
139,2024-01-02 08:07:00,143.86,143.86,143.75,143.75,2851
140,2024-01-02 08:08:00,143.73,143.79,143.67,143.78,13748
141,2024-01-02 08:09:00,143.79,144.39,143.79,144.39,24127
142,2024-01-02 08:10:00,144.4,144.4,144.0,144.0,3470
143,2024-01-02 08:11:00,144.0015,144.11,143.99,143.99,13851
144,2024-01-02 08:12:00,143.87,144.05,143.84,144.0,1198
145,2024-01-02 08:13:00,143.8501,144.0,143.85,143.85,2312
146,2024-01-02 08:14:00,144.0,144.0,144.0,144.0,250
147,2024-01-02 08:15:00,143.85,143.94,143.84,143.94,2972
148,2024-01-02 08:16:00,143.93,144.2,143.853,143.88,13289
149,2024-01-02 08:17:00,143.8621,144.038,143.85,144.038,800
150,2024-01-02 08:18:00,144.1,144.1,143.94,144.0,15188
151,2024-01-02 08:19:00,144.0,144.0,143.91,144.0,885
152,2024-01-02 08:20:00,143.931,144.0,143.86,143.86,8065
153,2024-01-02 08:21:00,143.86,143.8999,143.8,143.8,2450
154,2024-01-02 08:22:00,143.88,143.9,143.81,143.81,5359
155,2024-01-02 08:23:00,143.9,143.9,143.9,143.9,1792
156,2024-01-02 08:24:00,143.9,143.9,143.8,143.9,2066
157,2024-01-02 08:25:00,143.85,143.9,143.85,143.9,300
158,2024-01-02 08:26:00,143.88,143.9,143.8494,143.85,15558
159,2024-01-02 08:27:00,143.86,143.92,143.85,143.92,1156
160,2024-01-02 08:28:00,143.85,143.89,143.85,143.89,2540
161,2024-01-02 08:29:00,143.85,144.0,143.85,143.95,3990
162,2024-01-02 08:30:00,143.88,143.95,143.88,143.95,418
163,2024-01-02 08:31:00,143.9,144.0,143.9,144.0,12636
164,2024-01-02 08:32:00,144.07,144.2,144.03,144.2,4615
165,2024-01-02 08:33:00,144.2,144.25,144.2,144.2006,8476
166,2024-01-02 08:34:00,144.2,144.26,144.2,144.26,4497
167,2024-01-02 08:35:00,144.2997,144.3,144.25,144.25,16032
168,2024-01-02 08:36:00,144.2,144.2,144.0338,144.09,2781
169,2024-01-02 08:37:00,144.04,144.1,143.926,143.926,2586
170,2024-01-02 08:38:00,143.95,144.0,143.95,144.0,1213
171,2024-01-02 08:39:00,143.9066,144.09,143.9066,144.09,12109
172,2024-01-02 08:40:00,143.92,144.04,143.85,143.89,5710
173,2024-01-02 08:41:00,144.01,144.01,143.9,143.9,475
174,2024-01-02 08:42:00,143.9,147.41,143.85,143.99,5759
175,2024-01-02 08:43:00,144.03,144.03,143.91,144.0,6967
176,2024-01-02 08:44:00,143.98,144.02,143.9141,143.9141,5630
177,2024-01-02 08:45:00,143.93,143.93,143.8542,143.9,5090
178,2024-01-02 08:46:00,143.9,143.92,143.88,143.88,1334
179,2024-01-02 08:47:00,143.854,143.96,143.81,143.96,11731
180,2024-01-02 08:48:00,143.94,143.94,143.91,143.94,3996
181,2024-01-02 08:49:00,143.91,143.94,143.91,143.94,4054
182,2024-01-02 08:50:00,143.97,143.99,143.97,143.99,1532
183,2024-01-02 08:51:00,143.9899,143.9899,143.88,143.88,3564
184,2024-01-02 08:52:00,143.87,143.95,143.87,143.95,1403
185,2024-01-02 08:53:00,143.994,144.0,143.88,143.89,2150
186,2024-01-02 08:54:00,143.95,144.2,143.95,144.2,3402
187,2024-01-02 08:55:00,144.18,144.23,144.18,144.23,3530
188,2024-01-02 08:56:00,144.2396,144.31,144.2396,144.28,3708
189,2024-01-02 08:57:00,144.3,144.39,144.3,144.39,2650
190,2024-01-02 08:58:00,144.35,144.35,144.29,144.3,3198
191,2024-01-02 08:59:00,144.3,144.35,144.299,144.299,1551
192,2024-01-02 09:00:00,144.34,144.34,144.3,144.3,700
193,2024-01-02 09:01:00,144.2,144.25,144.16,144.25,1000
194,2024-01-02 09:02:00,144.1401,144.35,144.1401,144.2,4184
195,2024-01-02 09:03:00,144.2,144.2,144.14,144.14,5345
196,2024-01-02 09:04:00,144.14,144.14,144.11,144.11,10220
197,2024-01-02 09:05:00,144.026,144.18,144.026,144.18,300
198,2024-01-02 09:06:00,144.1,144.18,144.01,144.01,6096
199,2024-01-02 09:07:00,144.03,144.18,144.03,144.18,6835
200,2024-01-02 09:08:00,144.25,144.3,144.2025,144.21,541
201,2024-01-02 09:09:00,144.24,144.3,144.2118,144.2118,2300
202,2024-01-02 09:10:00,144.26,144.35,144.21,144.3499,2806
203,2024-01-02 09:11:00,144.2101,144.2495,144.2101,144.2495,200
204,2024-01-02 09:12:00,144.2979,144.34,144.29,144.34,2000
205,2024-01-02 09:13:00,144.34,144.34,144.26,144.34,863
206,2024-01-02 09:14:00,144.3,144.36,144.3,144.31,2794
207,2024-01-02 09:15:00,144.37,144.37,144.35,144.35,978
208,2024-01-02 09:16:00,144.39,144.5,144.39,144.45,4747
209,2024-01-02 09:17:00,144.46,144.54,144.46,144.54,7608
210,2024-01-02 09:18:00,144.54,144.6288,144.5211,144.5211,5750
211,2024-01-02 09:19:00,144.5,144.51,144.5,144.5,2210
212,2024-01-02 09:20:00,144.46,144.5,144.44,144.44,4422
213,2024-01-02 09:21:00,144.45,144.63,144.44,144.5984,5137
214,2024-01-02 09:22:00,144.6,144.74,144.6,144.69,4749
215,2024-01-02 09:23:00,144.6605,144.78,144.66,144.78,6949
216,2024-01-02 09:24:00,144.78,144.7999,144.7,144.7,5389
217,2024-01-02 09:25:00,144.75,144.75,144.65,144.65,8273
218,2024-01-02 09:26:00,144.72,144.78,144.5615,144.78,3509
219,2024-01-02 09:27:00,144.64,144.78,144.4,144.4,6097
220,2024-01-02 09:28:00,144.31,144.43,144.3,144.43,3954
221,2024-01-02 09:29:00,144.35,144.35,144.35,144.35,1000
222,2024-01-02 09:30:00,144.25,144.4,143.05,143.76,986109
223,2024-01-02 09:31:00,143.7684,144.1052,143.7,144.1,284758
224,2024-01-02 09:32:00,144.1004,144.23,143.32,143.7528,330831
225,2024-01-02 09:33:00,143.76,143.76,142.67,142.7762,352866
226,2024-01-02 09:34:00,142.775,142.87,142.38,142.5078,389728
227,2024-01-02 09:35:00,142.53,143.1709,142.5237,143.08,324577
228,2024-01-02 09:36:00,143.11,143.12,142.66,142.9607,189941
229,2024-01-02 09:37:00,142.975,143.005,142.55,142.6672,234353
230,2024-01-02 09:38:00,142.67,142.75,142.2237,142.52,295976
231,2024-01-02 09:39:00,142.565,142.68,142.42,142.475,198313
232,2024-01-02 09:40:00,142.475,142.78,142.35,142.77,250460
233,2024-01-02 09:41:00,142.7601,142.94,142.549,142.7299,218772
234,2024-01-02 09:42:00,142.71,142.74,142.11,142.1638,244841
235,2024-01-02 09:43:00,142.165,142.33,142.08,142.19,226135
236,2024-01-02 09:44:00,142.19,142.6,142.18,142.35,192225
237,2024-01-02 09:45:00,142.36,142.41,141.765,141.81,364998
238,2024-01-02 09:46:00,141.8,142.0797,141.75,141.7564,333518
239,2024-01-02 09:47:00,141.755,141.8475,141.49,141.83,320645
240,2024-01-02 09:48:00,141.84,141.85,140.99,141.015,474285
241,2024-01-02 09:49:00,141.015,141.03,140.32,140.57,503504
242,2024-01-02 09:50:00,140.58,141.226,140.54,141.2,340509
243,2024-01-02 09:51:00,141.22,141.2272,140.88,141.0,257899
244,2024-01-02 09:52:00,140.985,141.07,140.78,141.07,193766
245,2024-01-02 09:53:00,141.08,141.19,140.7639,140.949,209911
246,2024-01-02 09:54:00,140.9498,141.2,140.85,141.14,147077
247,2024-01-02 09:55:00,141.15,141.48,141.08,141.21,269450
248,2024-01-02 09:56:00,141.19,141.2006,140.74,140.7497,252901
249,2024-01-02 09:57:00,140.74,140.79,140.54,140.72,249486
250,2024-01-02 09:58:00,140.735,141.17,140.735,141.17,186835
251,2024-01-02 09:59:00,141.1697,141.1774,140.8301,140.95,196449
252,2024-01-02 10:00:00,140.93,141.34,140.884,141.225,241243
253,2024-01-02 10:01:00,141.225,141.72,141.225,141.5911,332093
254,2024-01-02 10:02:00,141.6188,141.65,141.31,141.3304,209299
255,2024-01-02 10:03:00,141.3329,141.4,141.056,141.215,182256
256,2024-01-02 10:04:00,141.17,141.29,140.97,141.1928,153770
257,2024-01-02 10:05:00,141.2,141.205,140.75,140.7868,224144
258,2024-01-02 10:06:00,140.8,141.03,140.75,140.83,221977
259,2024-01-02 10:07:00,140.86,140.885,140.61,140.625,157998
260,2024-01-02 10:08:00,140.6299,140.7499,140.55,140.68,161015
261,2024-01-02 10:09:00,140.68,141.0,140.66,140.83,174476
262,2024-01-02 10:10:00,140.83,141.0499,140.62,140.6327,171363
263,2024-01-02 10:11:00,140.621,140.7899,140.42,140.4495,242776
264,2024-01-02 10:12:00,140.45,140.95,140.39,140.94,210045
265,2024-01-02 10:13:00,140.9401,140.97,140.48,140.48,161751
266,2024-01-02 10:14:00,140.49,140.4999,140.03,140.08,317074
267,2024-01-02 10:15:00,140.07,140.1,139.82,139.9361,399980
268,2024-01-02 10:16:00,139.9199,139.99,139.585,139.62,338154
269,2024-01-02 10:17:00,139.625,139.93,139.55,139.835,284469
270,2024-01-02 10:18:00,139.82,139.89,139.6,139.66,269992
271,2024-01-02 10:19:00,139.78,139.84,139.6501,139.72,173497
272,2024-01-02 10:20:00,139.7005,140.139,139.7005,140.0463,239157
273,2024-01-02 10:21:00,140.03,140.32,140.0192,140.09,203505
274,2024-01-02 10:22:00,140.12,140.23,140.07,140.12,121687
275,2024-01-02 10:23:00,140.12,140.325,140.0,140.26,162466
276,2024-01-02 10:24:00,140.265,140.37,140.15,140.16,135987
277,2024-01-02 10:25:00,140.1798,140.2,139.7501,139.76,226615
278,2024-01-02 10:26:00,139.76,139.78,139.56,139.7,213179
279,2024-01-02 10:27:00,139.7,139.76,139.56,139.5701,158348
280,2024-01-02 10:28:00,139.575,139.66,139.2235,139.28,374791
281,2024-01-02 10:29:00,139.28,139.51,139.2401,139.39,153124
282,2024-01-02 10:30:00,139.39,139.39,139.06,139.2,256840
283,2024-01-02 10:31:00,139.2,139.3396,139.08,139.0961,181926
284,2024-01-02 10:32:00,139.0901,139.43,139.08,139.3967,170035
285,2024-01-02 10:33:00,139.38,139.54,139.3201,139.49,165967
286,2024-01-02 10:34:00,139.49,139.575,139.22,139.24,155500
287,2024-01-02 10:35:00,139.2302,139.2302,138.91,139.1499,352444
288,2024-01-02 10:36:00,139.1329,139.19,139.0001,139.02,109236
289,2024-01-02 10:37:00,139.02,139.1194,138.8915,139.0,202525
290,2024-01-02 10:38:00,139.005,139.1501,139.0,139.1056,111413
291,2024-01-02 10:39:00,139.115,139.23,138.9153,138.99,137237
292,2024-01-02 10:40:00,138.97,139.08,138.9,139.04,172827
293,2024-01-02 10:41:00,139.03,139.09,138.89,138.9311,84561
294,2024-01-02 10:42:00,138.94,139.097,138.88,138.995,129212
295,2024-01-02 10:43:00,139.0,139.02,138.9,139.02,122709
296,2024-01-02 10:44:00,139.02,139.56,139.02,139.29,299213
297,2024-01-02 10:45:00,139.27,139.49,139.23,139.475,170174
298,2024-01-02 10:46:00,139.461,139.49,139.24,139.395,123556
299,2024-01-02 10:47:00,139.4,139.4815,139.35,139.385,106643
300,2024-01-02 10:48:00,139.38,139.38,139.15,139.22,141045
301,2024-01-02 10:49:00,139.22,139.2837,138.97,138.9701,210308
302,2024-01-02 10:50:00,138.9846,139.08,138.8224,138.895,203788
303,2024-01-02 10:51:00,138.9,139.09,138.895,139.05,116651
304,2024-01-02 10:52:00,139.0562,139.24,139.04,139.06,138671
305,2024-01-02 10:53:00,139.0606,139.1,138.88,138.935,137470
306,2024-01-02 10:54:00,138.935,139.02,138.9,138.99,105007
307,2024-01-02 10:55:00,138.985,139.16,138.9701,139.13,119117
308,2024-01-02 10:56:00,139.135,139.2299,139.08,139.09,117884
309,2024-01-02 10:57:00,139.09,139.1145,138.81,138.8301,203463
310,2024-01-02 10:58:00,138.8558,138.9,138.68,138.6891,239523
311,2024-01-02 10:59:00,138.6875,138.9143,138.685,138.86,154098
312,2024-01-02 11:00:00,138.87,139.17,138.8613,139.15,152445
313,2024-01-02 11:01:00,139.14,139.17,139.0109,139.0502,144314
314,2024-01-02 11:02:00,139.0583,139.27,139.0,139.2064,164534
315,2024-01-02 11:03:00,139.2,139.25,139.05,139.2,153341
316,2024-01-02 11:04:00,139.25,139.29,139.17,139.19,86213
317,2024-01-02 11:05:00,139.18,139.2,139.05,139.13,89654
318,2024-01-02 11:06:00,139.13,139.205,138.99,139.2,127360
319,2024-01-02 11:07:00,139.2,139.29,139.12,139.1399,119306
320,2024-01-02 11:08:00,139.1403,139.1765,139.05,139.13,73130
321,2024-01-02 11:09:00,139.13,139.17,139.06,139.105,114870
322,2024-01-02 11:10:00,139.11,139.37,139.09,139.35,158561
323,2024-01-02 11:11:00,139.3319,139.48,139.32,139.43,217294
324,2024-01-02 11:12:00,139.4201,139.56,139.38,139.55,189136
325,2024-01-02 11:13:00,139.545,139.57,139.39,139.48,150624
326,2024-01-02 11:14:00,139.49,139.5,139.34,139.43,112396
327,2024-01-02 11:15:00,139.425,139.52,139.3799,139.505,116019
328,2024-01-02 11:16:00,139.5,139.52,139.3613,139.3633,94251
329,2024-01-02 11:17:00,139.37,139.395,139.23,139.33,144942
330,2024-01-02 11:18:00,139.32,139.37,139.3,139.31,93950
331,2024-01-02 11:19:00,139.32,139.4965,139.27,139.47,111499
332,2024-01-02 11:20:00,139.49,139.605,139.49,139.56,137099
333,2024-01-02 11:21:00,139.56,139.58,139.36,139.42,106149
334,2024-01-02 11:22:00,139.4228,139.5499,139.35,139.52,76804
335,2024-01-02 11:23:00,139.5,139.5,139.35,139.353,69736
336,2024-01-02 11:24:00,139.38,139.39,139.25,139.36,118177
337,2024-01-02 11:25:00,139.3505,139.53,139.33,139.511,141377
338,2024-01-02 11:26:00,139.515,139.69,139.48,139.6801,150948
339,2024-01-02 11:27:00,139.685,139.735,139.61,139.692,110494
340,2024-01-02 11:28:00,139.695,139.79,139.64,139.7644,126985
341,2024-01-02 11:29:00,139.7779,139.87,139.75,139.8566,126444
342,2024-01-02 11:30:00,139.85,139.9288,139.82,139.865,113219
343,2024-01-02 11:31:00,139.87,139.89,139.7901,139.82,113686
344,2024-01-02 11:32:00,139.81,139.9199,139.7811,139.825,109794
345,2024-01-02 11:33:00,139.828,139.92,139.77,139.825,99016
346,2024-01-02 11:34:00,139.82,139.87,139.76,139.815,85059
347,2024-01-02 11:35:00,139.81,139.85,139.76,139.81,71493
348,2024-01-02 11:36:00,139.8,139.82,139.6,139.7137,116809
349,2024-01-02 11:37:00,139.715,139.9069,139.715,139.82,127841
350,2024-01-02 11:38:00,139.8102,139.8598,139.74,139.8285,50049
351,2024-01-02 11:39:00,139.825,139.83,139.69,139.695,85024
352,2024-01-02 11:40:00,139.69,139.8,139.67,139.781,77964
353,2024-01-02 11:41:00,139.79,139.87,139.7701,139.81,65894
354,2024-01-02 11:42:00,139.8037,139.8037,139.68,139.7,83092
355,2024-01-02 11:43:00,139.727,139.94,139.727,139.9,114173
356,2024-01-02 11:44:00,139.9,139.945,139.78,139.9089,115586
357,2024-01-02 11:45:00,139.9156,140.13,139.8701,140.12,165671
358,2024-01-02 11:46:00,140.13,140.235,140.07,140.17,186188
359,2024-01-02 11:47:00,140.165,140.23,140.08,140.23,145907
360,2024-01-02 11:48:00,140.23,140.2398,140.07,140.07,81547
361,2024-01-02 11:49:00,140.07,140.172,140.07,140.12,82381
362,2024-01-02 11:50:00,140.1114,140.17,140.09,140.1462,60207
363,2024-01-02 11:51:00,140.15,140.2399,140.14,140.145,94647
364,2024-01-02 11:52:00,140.1462,140.1594,139.67,139.6823,261877
365,2024-01-02 11:53:00,139.67,139.78,139.6,139.74,176731
366,2024-01-02 11:54:00,139.7349,139.7767,139.66,139.7,79061
367,2024-01-02 11:55:00,139.6998,139.7799,139.665,139.75,79018
368,2024-01-02 11:56:00,139.76,139.9297,139.76,139.8954,114027
369,2024-01-02 11:57:00,139.89,139.9492,139.835,139.94,90716
370,2024-01-02 11:58:00,139.93,140.07,139.89,139.91,115319
371,2024-01-02 11:59:00,139.9258,139.98,139.87,139.98,72961
372,2024-01-02 12:00:00,139.9801,140.15,139.9801,140.11,109618
373,2024-01-02 12:01:00,140.105,140.22,140.1,140.2,78966
374,2024-01-02 12:02:00,140.17,140.19,140.11,140.15,60107
375,2024-01-02 12:03:00,140.14,140.2,140.1,140.125,78280
376,2024-01-02 12:04:00,140.13,140.2899,140.13,140.285,122349
377,2024-01-02 12:05:00,140.2815,140.3,140.23,140.25,61007
378,2024-01-02 12:06:00,140.2301,140.37,140.22,140.3651,84128
379,2024-01-02 12:07:00,140.37,140.505,140.33,140.39,191948
380,2024-01-02 12:08:00,140.39,140.45,140.3672,140.44,104669
381,2024-01-02 12:09:00,140.4456,140.4456,140.31,140.33,119941
382,2024-01-02 12:10:00,140.33,140.38,140.15,140.1591,146151
383,2024-01-02 12:11:00,140.153,140.2699,140.12,140.26,89636
384,2024-01-02 12:12:00,140.265,140.3,140.06,140.0721,115743
385,2024-01-02 12:13:00,140.08,140.09,140.01,140.0279,87470
386,2024-01-02 12:14:00,140.0299,140.0965,140.0112,140.07,60454
387,2024-01-02 12:15:00,140.0686,140.0686,139.9,139.9405,109941
388,2024-01-02 12:16:00,139.965,139.9674,139.83,139.89,101516
389,2024-01-02 12:17:00,139.8999,139.9,139.61,139.663,151878
390,2024-01-02 12:18:00,139.66,139.68,139.53,139.55,100216
391,2024-01-02 12:19:00,139.54,139.65,139.54,139.55,118111
392,2024-01-02 12:20:00,139.5499,139.6609,139.5,139.6609,113028
393,2024-01-02 12:21:00,139.6661,139.7616,139.65,139.7314,81690
394,2024-01-02 12:22:00,139.734,139.74,139.52,139.56,99130
395,2024-01-02 12:23:00,139.5599,139.6,139.5,139.53,69524
396,2024-01-02 12:24:00,139.5388,139.5388,139.37,139.5,125136
397,2024-01-02 12:25:00,139.49,139.6359,139.44,139.62,135954
398,2024-01-02 12:26:00,139.6231,139.65,139.54,139.56,68420
399,2024-01-02 12:27:00,139.56,139.609,139.46,139.55,105972
400,2024-01-02 12:28:00,139.53,139.5547,139.43,139.452,97414
401,2024-01-02 12:29:00,139.4569,139.46,139.25,139.26,123216
402,2024-01-02 12:30:00,139.2572,139.2674,139.07,139.115,184243
403,2024-01-02 12:31:00,139.115,139.41,139.08,139.39,169008
404,2024-01-02 12:32:00,139.4,139.49,139.3901,139.43,74852
405,2024-01-02 12:33:00,139.43,139.57,139.43,139.53,111055
406,2024-01-02 12:34:00,139.5475,139.605,139.54,139.5691,93245
